STANOX NO.,FULL NAME,CRS CODE,NR ROUTE
87115,STAINES D.G.L.,,Wessex
87088,STAINES SIDINGS ENT-EXIT,,Wessex
87118,STAINES SIGNAL F478,,Wessex
87116,STAINES UP LOOP,XFZ,Wessex
44047,STAINTON,,LNE
21027,STALLINGBOROUGH,SLL,LNE
32111,STALYBRIDGE,SYB,LNW
32113,STALYBRIDGE ATOCHEM SDG.,,LNW
32114,STALYBRIDGE SIG SE7025,,LNW
32112,STALYBRIDGE SIG SE7035,,LNW
32116,STALYBRIDGE SIG SE7048,,LNW
45008,STAMFORD,SMD,LNE
51961,STAMFORD HILL,SMH,Anglia
68137,STANDISH JN,,Western
42310,STANDON BRIDGE,,LNW
51023,STANFORD-LE-HOPE,SFO,Anglia
15816,STANHOPE,SNP,LNE
3110,STANLEY,,Scotland
38373,STANLOW & T SHELL SDGS,,LNW
38376,STANLOW & T SIG. ST40,,LNW
38372,STANLOW & THORNTON,SNT,LNW
38371,STANLOW L.P.G.SDGS,,LNW
29003,STANSFIELD HALL,,LNW
47344,STANSTED AIRPORT,SSD,Anglia
47343,STANSTED DOWN GOODS LOOP,,Anglia
47346,STANSTED EAST JUNCTION,,Anglia
47342,STANSTED MOUNTFITCHET,SST,Anglia
47339,STANSTED NORTH JUNCTION,,Anglia
47341,STANSTED OIL SIDING,,Anglia
47345,STANSTED SOUTH JUNCTION,,Anglia
56558,STANTON GATE FLHH,,East Midlands
56557,STANTON GATE PLC,,East Midlands
56562,STANTON GATE SDGS,,East Midlands
36090,STANTON GROVE,,LNW
56570,STAPLE&SD,,East Midlands
56573,STAPLEFORD & S C C E SDG,,East Midlands
56571,STAPLEFORD & SANDIACRE,,East Midlands
56572,STAPLEFORD & SANDIACRE BB,,East Midlands
89326,STAPLEHURST,SPU,Kent
81403,STAPLETON ROAD,SRD,Western
16109,STARBECK,SBE,LNE
83602,STARCROSS,SCS,Western
11003,STAVELEY,SVL,LNW
55511,STAYTHORPE X,,East Midlands
85219,STBLAZEY,,Western
86498,STDENY704,,Wessex
65611,STECHFORD,SCF,LNW
14217,STEETLYRP,,LNE
17009,STEETON & SILSDEN,SON,LNE
57458,STENSON JN,,East Midlands
4825,STENTON G.S.P.,,Scotland
6503,STEPPS,SPS,Scotland
53223,STEVENAGE,SVG,LNE
53222,STEVENAGE SIG K214,,LNE
8123,STEVENSTON,STV,Scotland
8124,STEVENSTON D.G.L.,,Scotland
8121,STEVENSTON N.P.S.,,Scotland
8122,STEVENSTON NOBEL SIDING,,Scotland
74324,STEVENTON,,Western
62043,STEWARTBY,SWR,East Midlands
8703,STEWARTON,STT,Scotland
87235,STEWARTS LANE - DAYS,,Sussex
87237,STEWARTS LANE BERTHING SDG,,Sussex
87234,STEWARTS LANE JN,,Sussex
87236,STEWARTS LANE MARCON R M C,,Sussex
87238,STEWARTS LANE T&R.S.M.D,XSL,Sussex
88990,STEWRTSLN,,Kent
51557,STH TOTTENHAM ADVANCE SIG,,Anglia
73668,STHALLDMU,,Western
14127,STHDKDISP,,LNE
15135,STILLINGTON,,LNE
3401,STIRLING,STG,Scotland
3403,STIRLING NORTH,,Scotland
3404,STIRLING S & D LINES,,Scotland
3402,STIRLING SIDINGS,,Scotland
72034,STNBRIDGE PARK SIGNAL WS34,,LNW
87901,STOATS NEST JN.,XJS,Sussex
73796,STOCKLEY BRIDGE JN,,Western
32534,STOCKPORT,SPT,LNW
32531,STOCKPORT CAR. M.D.,,LNW
32532,STOCKPORT VIADUCT,,LNW
25382,STOCKSBRIDGE WORKS,,LNE
13321,STOCKSFIELD,SKS,LNE
18494,STOCKSMOOR,SSM,LNE
15225,STOCKTDIS,,LNE
15223,STOCKTON,STK,LNE
15226,STOCKTON 907 SIG,,LNE
15229,STOCKTON CUT JN,,LNE
15222,STOCKTON THOMPSON ADVENZA,,LNE
15224,STOCKTON THOMSON,,LNE
83116,STOKE CANON LC,,Western
81110,STOKE GIFFORD (FHH),,Western
81111,STOKE GIFFORD SIDINGS,,Western
81112,STOKE GIFFORD TIP,,Western
81115,STOKE GIFFORD WAGON MT DEP,,Western
70323,STOKE HAMMOND,,LNW
43222,STOKE JN,,LNW
44999,STOKE JN.,,LNE
43209,STOKE LHS,,LNW
70358,STOKE MANDEVILLE,SKM,LNW
43231,STOKE MARCROFT ENGINEERING,,LNW
43205,STOKE N W,,LNW
51963,STOKE NEWINGTON,SKW,Anglia
43210,STOKE ON TRENT NORTH,,LNW
67008,STOKE WORKS JN,,Western
81114,STOKEGIFD,,Western
43211,STOKE-ON-TRENT,SOT,LNW
43308,STONE,SNE,LNW
88697,STONE CROSSING,SCG,Kent
43307,STONE JUNCTION,,LNW
46214,STONEA,,Anglia
72031,STONEBRIDGE PARK,SBP,LNW
72032,STONEBRIDGE PARK DEPOT,,LNW
72098,STONEBRPK,,LNW
89393,STONEGATE,SOG,Kent
2113,STONEHAVEN,STN,Scotland
2114,STONEHAVEN SOUTH,,Scotland
68159,STONEHOUSE,SHU,Western
87303,STONELEIGH,SNL,Wessex
78207,STORMSTOWN JUNCTION,,Wales
78206,STORMSTOWN LOOP,,Wales
79787,STORMY,,Wales
79786,STORMY DOWN GOODS LOOP,,Wales
79788,STORMY UP GOODS LOOP,,Wales
65931,STOURBRIDGE CARRIAGE SDGS,,LNW
65932,STOURBRIDGE JN (TOWN PLAT),,LNW
65920,STOURBRIDGE JN DEPOT,,LNW
65930,STOURBRIDGE JN GOODS LOOP,XSF,LNW
65921,STOURBRIDGE JN HEADSHUNT,,LNW
65933,STOURBRIDGE JUNCTION,SBJ,LNW
65939,STOURBRIDGE TOWN,SBT,LNW
17183,STOURTON B.S.C.,,LNE
17181,STOURTON D & F STEELS,,LNE
17180,STOURTON DOWN SIDING,,LNE
17186,STOURTON DOWN SIDINGS FLHH,,LNE
17185,STOURTON FLT C&W RFS ENG,,LNE
17182,STOURTON JN,,LNE
17177,STOURTON JN REVERSE,,LNE
17176,STOURTON NECK SIG S912,,LNE
44015,STOW PARK,,LNE
70135,STOWE HILL TUNNEL,,LNW
49014,STOWMARKET,SMK,Anglia
49012,STOWMARKET D.G.L.,,Anglia
49015,STOWMARKET SIGNAL COL 1385,,Anglia
49013,STOWMRKT,,Anglia
52221,STRACTLCS,,Anglia
8653,STRANRAER,STR,Scotland
8649,STRANRAER STOCKTON HAULAGE,,Scotland
8651,STRANRAER TOWN F.D.,,Scotland
8650,STRANRAER YARD G.F.,,Scotland
767,STRASBOURG HAUSBERGEN,,Non Britain
52226,STRATFORD,SRA,Anglia
52220,STRATFORD F.L.T.,,Anglia
52215,STRATFORD INTERNATIONAL,SDI,HS1
52213,STRATFORD INTL E JN,XXQ,HS1
52217,STRATFORD INTL W JN,XXR,HS1
52232,STRATFORD LL SIGNAL 616,,Anglia
52236,STRATFORD LOW LEVEL,SFW,Anglia
52229,STRATFORD MARKET,,Anglia
52218,STRATFORD SIG L156,,Anglia
52205,STRATFORD SIG L703,,Anglia
52224,STRATFORD SIG. L68,,Anglia
52216,STRATFORD SIGNAL L251,,Anglia
52223,STRATFORD SIGNAL L259,,Anglia
52225,STRATFORD SIGNAL L261,,Anglia
52231,STRATFORD SIGNAL L295,,Anglia
52603,STRATFORD SIGNAL L5073,,Anglia
52204,STRATFORD SIGNAL L701,,Anglia
66450,STRATFORD UPON AVON EAST,,LNW
66451,STRATFORD-UPON-AVON,SAV,LNW
52233,STRATFRD,,Anglia
1077,STRATHCARRON,STC,Scotland
1085,STRATHCARRON C.E.,,Scotland
87134,STRAWBERRY HILL,STW,Wessex
87151,STRAWBERRY HILL C.S.D.,XSX,Wessex
87173,STRAWBERRY HILL SIG. F419,,Wessex
89376,STRAWBERRY HILL TUNNEL,,Kent
87613,STREATHAM,STE,Sussex
87631,STREATHAM COMMON,SRC,Sussex
87621,STREATHAM HILL,SRH,Sussex
87620,STREATHAM HILL C.S.D.,XSS,Sussex
87618,STREATHAM JUNCTION,,Sussex
87616,STREATHAM NORTH JN,,Sussex
87617,STREATHAM SOUTH JN,,Sussex
18032,STREETHOUSE,SHC,LNE
16235,STRENSALL SB,,LNE
57000,STRETTON,,East Midlands
32554,STRINES,SRN,LNW
1075,STROMEFERRY,STF,Scotland
88801,STROOD,SOO,Kent
88803,STROOD SHUNT SIGNAL NK1625,,Kent
88804,STROOD SHUNT SIGNAL NK1628,,Kent
88802,STROOD SHUNT SIGNAL NK1630,,Kent
68161,STROUD,STD,Western
1160,STRUAN,,Scotland
89449,STURRY,STU,Kent
61,STUTTGART HAFEN,,Non Britain
32528,STYAL,SYA,LNW
6061,SUCCOTH VIADUCT,,Scotland
76085,SUDBROOK,,Wales
76084,SUDBROOK PUMPING STATION,,Wales
50111,SUDBURY,SUY,Anglia
63005,SUDBURY & HARROW ROAD,SUD,LNW
63004,SUDBURY HILL HARROW,SDH,LNW
18012,SUDFORTH LANE (FLHH),,LNE
18011,SUDFORTH LANE DOWN (EWS),,LNE
17994,SUDFORTH LANE DOWN (GBRF),,LNE
18010,SUDFORTH LANE SIGNAL BOX,,LNE
18002,SUDFORTH LANE UP RS,,LNE
17996,SUDFORTH LANE UP RS (FLHH),,LNE
79079,SUGAR LOAF,SUG,Wales
6236,SUMMERSTON,SUM,Scotland
87157,SUNBURY,SUU,Wessex
14031,SUNDERLAND,SUN,LNE
14032,SUNDERLAND BURDON DOCK SDG,,LNE
88470,SUNDRIDGE PARK,SUP,Kent
87104,SUNNINGDALE,SNG,Wessex
57451,SUNNYHILL,,East Midlands
87109,SUNNYMEADS,SNY,Wessex
7317,SUNNYSIDE JN,,Scotland
87171,SURBITON,SUR,Wessex
87172,SURBITON E.T.C.,,Wessex
87174,SURBITON SIGNAL WK1104,,Wessex
87176,SURBITON SIGNAL WK1106,,Wessex
87175,SURBITON SIGNAL WK534,,Wessex
87576,SURREY CANAL ROAD,SCE,Anglia
87572,SURREY QUAYS,SQE,Anglia
87574,SURREY QUAYS SILWOOD JN,,Anglia
87671,SUTTON (SURREY),SUO,Sussex
82348,SUTTON BINGHAM,,Western
64231,SUTTON BRIDGE JN,,Wales
64236,SUTTON BRIDGE JN SIG 15,,Wales
64238,SUTTON BRIDGE JN SIG 34,,Wales
65603,SUTTON COLDFIELD,SUT,LNW
87339,SUTTON COMMON,SUC,Sussex
35441,SUTTON OAK H.CHEMICALS,,LNW
65531,SUTTON PARK,,LNW
56237,SUTTON PARKWAY,SPK,East Midlands
87672,SUTTON SIGNAL VC193,,Sussex
57804,SWADLINCOTE G.F.,,East Midlands
58031,SWAINS PARK OPENCAST D.P.,,East Midlands
48993,SWAINSTHORPE L.C.,,Anglia
89111,SWALE,SWL,Kent
13514,SWALWELL JN,,LNE
29134,SWAN SIDE VIADUCT,,LNW
86969,SWANAGE,,Wessex
86958,SWANAGE RAILWAY MOTALA GF,,Wessex
88486,SWANLEY,SAY,Kent
88496,SWANLEY SIGNAL VS631,,Kent
58037,SWANNINGTON L.C.,,East Midlands
79237,SWANS BSD,,Wales
79251,SWANSBSD,,Wales
79236,SWANSBSDG,,Wales
79231,SWANSBSDS,,Wales
88705,SWANSCOMBE,SWM,Kent
79304,SWANSEA,SWA,Wales
79230,SWANSEA BURROWS S.S.,,Wales
79223,SWANSEA DKS ABP NON SHIPMT,,Wales
79222,SWANSEA DOCKS,SWF,Wales
79224,SWANSEA DOCKS ABP SHIPMENT,,Wales
79225,SWANSEA KINGS DOCK ADVENZA,,Wales
79303,SWANSEA LOOP EAST,,Wales
79306,SWANSEA LOOP WEST,,Wales
79305,SWANSEA MALIPHANT CSD,XMA,Wales
86225,SWANWICK,SNW,Wessex
56516,SWANWICKJ,,East Midlands
86909,SWAY,SWY,Wessex
86497,SWAYTHLING,SWG,Wessex
75001,SWDNNEWWK,,Western
44073,SWINDERBY,SWD,LNE
75000,SWINDN FD,,Western
75016,SWINDNCTT,,Western
75004,SWINDNFWD,,Western
75014,SWINDNWKS,,Western
75012,SWINDON,SWI,Western
75005,SWINDON AUSTIN ROVER GRP,,Western
75002,SWINDON COCKLEBURY,,Western
75007,SWINDON EMR DISPOSALS,,Western
75013,SWINDON F.P.,,Western
75017,SWINDON HAWKSWORTH SIDINGS,,Western
74997,SWINDON PREYMESSER AFL,,Western
74336,SWINDON SOUTH MARSTON JN,,Western
75011,SWINDON STORES,,Western
74998,SWINDON STORES GBRF,,Western
75010,SWINDON TRANSFER,XSJ,Western
75015,SWINDON WEST LOOP,,Western
75009,SWINDONAS,,Western
75006,SWINDONFD,,Western
44205,SWINESHEAD,SWE,LNE
5039,SWING BRIDGE EAST,,Scotland
35146,SWINTON,SNN,LNW
24108,SWINTON (S.YORKS),SWN,LNE
24109,SWINTON JN,,LNE
79233,SWNSEATXP,,Wales
87626,SYDENHAM,SYD,Sussex
88278,SYDENHAM HILL,SYH,Sussex
7969,SYMINGTON G.F.,,Scotland
87143,SYON LANE,SYL,Wessex
59024,SYSTON,SYS,East Midlands
59021,SYSTON EAST JN,,East Midlands
59020,SYSTON NORTH JN,,East Midlands
59022,SYSTON SOUTH JN,,East Midlands
74605,TACKLEY,TAC,Western
87708,TADWORTH,TAD,Sussex
78220,TAFFS WELL,TAF,Wales
1044,TAIN,TAI,Scotland
1045,TAIN C.E.,,Scotland
40103,TALACRE,,Wales
64313,TALERDDIG,,Wales
45004,TALLINGTON DOWMAC,,LNE
45002,TALLINGTON JN.,,LNE
45003,TALLINGTON REDLAND AGGS,,LNE
45015,TALLINGTON SIGNAL P534,,LNE
45014,TALLINGTON SIGNAL P544,,LNE
45007,TALLINGTON TARMAC GBRF,,LNE
64425,TALSARNAU,TAL,Wales
64416,TALYBONT,TLB,Wales
40057,TAL-Y-CAFN,TLC,Wales
65671,TAME BRIDGE PARKWAY,TAB,LNW
66002,TAMWORTH HL,TAH,LNW
69001,TAMWORTH LOW LEVEL,TAM,LNW
7261,TANK ROAD,,Scotland
88429,TANNERS HILL JUNCTION (NX),,Kent
74001,TAPLOW,TAP,Western
27272,TAPTON JN,,LNE
32523,TARMAC SDGS (MAN AIRPORT),,LNW
223,TARRAGONA,,Non Britain
87707,TATTENHAM CORNER,TAT,Sussex
83009,TAUNTON,TAU,Western
83012,TAUNTON CIDER SDG,,Western
83007,TAUNTON EAST JCN,,Western
83000,TAUNTON GDS RECP,,Western
83005,TAUNTON ISU (CE),,Western
83002,TAUNTON SIG. 604,,Western
83013,TAUNTON SIGNAL E483,,Western
83001,TAUNTONFD,,Western
83004,TAUNTS619,,Western
84081,TAVISTOCK JN,,Western
84082,TAVISTOCK JN PLANT DEPOT,,Western
3065,TAY BRIDGE DOWN REFUGE SDG,,Scotland
3066,TAY BRIDGE SOUTH,,Scotland
6048,TAYNUILT,TAY,Scotland
6049,TAYNUILT C.E.,,Scotland
87929,TBGES1214,,Sussex
9330,TEBAY,XIT,LNW
9331,TEBAY ISU (CE),,LNW
87159,TEDDINGTON,TED,Wessex
15631,TEES DOCK (FLT),,LNE
15634,TEES DOCK BSC EXPORT BERTH,,LNE
15633,TEES DOCK CAR TERMINAL,,LNE
15635,TEES DOCK CLEVELAND POTASH,,LNE
15632,TEES DOCK COAL LDG AREA,,LNE
15400,TEES N.Y.,,LNE
15402,TEES SHOPS EWS C&W,,LNE
15318,TEES YARD DN STAGINGS FH,,LNE
15406,TEES YARD EAST END,,LNE
15403,TEES YARD EWS C&W GRADING,,LNE
15410,TEES YARD SIGNAL TY137,,LNE
15404,TEES YD,,LNE
15711,TEES-SIDE AIRPORT,TEA,LNE
15399,TEESYD FP,,LNE
15409,TEESYD RP,,LNE
83607,TEIGNMOUTH,TGM,Western
64827,TELFORD CENTRAL,TFC,LNW
16480,TEMPLE HIRST JN.,,LNE
52203,TEMPLE MILLS EAST JN.,XTA,Anglia
52199,TEMPLE MILLS LOOP,,Anglia
52190,TEMPLE MILLS RECP,,Anglia
52200,TEMPLE MILLS S.S.,XTM,Anglia
52195,TEMPLE MILLS WEST JN.,,Anglia
25104,TEMPLEBORO' B.S.C. RECP.,,LNE
25105,TEMPLEBORO' CORUS AFL,,LNE
82338,TEMPLECOMBE,TMC,Western
52201,TEMPMILSY,,Anglia
45525,TEMPSFORD,,LNE
80211,TENBY,TEN,Wales
7211,TERMINUS CURVE SIG G606,,Scotland
7210,TERMINUS JN,,Scotland
89149,TEYNHAM,TEY,Kent
87179,THAMES DITTON,THD,Wessex
51121,THAMES HAVEN JN,,Anglia
51103,THAMES HAVEN T.C.,,Anglia
51104,THAMES HV,,Anglia
51331,THAMES MATEX,,Anglia
74723,THATCHAM,THA,Western
36616,THATTO HEATH,THH,LNW
65196,THE HAWTHORNS,THW,LNW
66459,THE LAKES,TLK,LNW
74702,THEALE,THE,Western
74705,THEALE A.R.C,,Western
74706,THEALE FOSTER YEOMAN,,Western
74707,THEALE LAFARGE FHH,,Western
74701,THEALE LOOP,,Western
74703,THEALE MURCO,,Western
74699,THEALE SIGNAL 800,,Western
74709,THEALE SIGNAL 887,,Western
51940,THEOBALDS GROVE,TEO,Anglia
46261,THETFORD,TTF,Anglia
46253,THETFORD GROUND SIGNAL T15,,Anglia
46256,THETFORD SIGNAL T7,,Anglia
46258,THETFORD TAMPER SIDING,,Anglia
75351,THINGLEY EAST JUNCTION,,Western
75354,THINGLEY JN,,Western
75355,THINGLEY JUNCTION SIDINGS,,Western
75353,THINGLEY MOD,,Western
46217,THIRD DROVE,,Anglia
16001,THIRSK,THI,LNE
16002,THIRSK SIDINGS EW&S,,LNE
28398,THOREBYGB,,LNE
28401,THORESBY COLL JN,,LNE
28404,THORESBY COLL JN (FHH),,LNE
28402,THORESBY COLLIERY,,LNE
28403,THORESBY COLLIERY (FLHH),,LNE
28399,THORESBY COLLIERY (GBRF),,LNE
28397,THORESBY COLLIERY JN GBRF,,LNE
15316,THORNABY,TBY,LNE
15317,THORNABY EAST JN.,,LNE
15405,THORNABY EWS WHEEL LATHE,,LNE
15407,THORNABY NO 1,,LNE
15401,THORNABY T.M.D. (E.W.S.),XTE,LNE
15408,THORNABY T.M.D. (F'LINER),,LNE
23005,THORNE JN,,LNE
20055,THORNE NORTH,TNN,LNE
23004,THORNE SOUTH,TNS,LNE
73785,THORNEY MILL,,Western
73795,THORNEY MILL DB SCHENKER,,Western
73793,THORNEY MILL FHH,,Western
73787,THORNEY MILL GROUND FRAME,,Western
82313,THORNFORD,THO,Western
9013,THORNHILL,,Scotland
18440,THORNHILL L.N.W. JN.,,LNE
9014,THORNHILL UP LOOP,,Scotland
7619,THORNLIEBANK,THB,Scotland
21008,THORNTON ABBEY,TNA,LNE
3253,THORNTON H.S.,XTJ,Scotland
87635,THORNTON HEATH,TTH,Sussex
3236,THORNTON NORTH D.P.L.,,Scotland
3239,THORNTON NORTH JN,,Scotland
3238,THORNTON NORTH U.P.L.,,Scotland
3237,THORNTON SOUTH JN,,Scotland
3250,THORNTON T.C.,,Scotland
3242,THORNTON WEST JN,,Scotland
3254,THORNTON YARD GM MINING,,Scotland
3258,THORNTON YARD I & H BROWN,,Scotland
7611,THORNTONHALL,THT,Scotland
3252,THORNTWRD,,Scotland
51004,THORPE BAY,TPB,Anglia
44223,THORPE CULVERT,TPC,LNE
48236,THORPE JUNCTION,,Anglia
50024,THORPE-LE-SOKEN,TLS,Anglia
50023,THORPE-LE-SOKEN SIDING,,Anglia
44071,THORPE-ON-THE-HILL,,LNE
31304,THORPES BRIDGE JN,,LNW
87920,THREE BRIDGES,TBD,Sussex
87930,THREE BRIDGES 1737 POINTS,,Sussex
87918,THREE BRIDGES BACK ROAD,,Sussex
87922,THREE BRIDGES DOWN YARD,,Sussex
87923,THREE BRIDGES P & MD,,Sussex
87925,THREE BRIDGES P.A.D.,,Sussex
87928,THREE BRIDGES SIGNAL 1206,,Sussex
87932,THREE BRIDGES SIGNAL T1200,,Sussex
87919,THREE BRIDGES UP SDG NORTH,,Sussex
87926,THREE BRIDGES UP SDG SOUTH,,Sussex
87924,THREE BRIDGES VOYAGER M.D.,XTB,Sussex
46140,THREE HORSE SHOES,,Anglia
88295,THREE OAKS,TOK,Kent
69113,THREE SPIRES JN,,LNW
15112,THRISLINGTON STEETLEY,,LNE
26210,THRUMPTON WEST JN,,LNE
24495,THRYBERGH JN,,LNE
55503,THURGARTON,THU,East Midlands
24003,THURNSCOE,THC,LNE
1001,THURSO,THS,Scotland
1003,THURSO U.K.A.E.A.,,Scotland
46401,THURSTON,TRS,Anglia
77095,TIDAL SDG,,Wales
77081,TIDALCPAV,,Wales
77092,TIDALCPLE,,Wales
77096,TIDALSDG,,Wales
77097,TIDALSDS,,Wales
51204,TILBRY CT,,Anglia
51208,TILBRY GT,,Anglia
907,TILBURG WORKS,,Non Britain
51210,TILBURY CONTAINER SRVS EWS,,Anglia
51200,TILBURY CONTAINER TERM EWS,,Anglia
51199,TILBURY DOCKS E.S.,,Anglia
51194,TILBURY I.R.F.T (DRS),,Anglia
51195,TILBURY I.R.F.T (EWS),,Anglia
51197,TILBURY I.R.F.T (EWS),,Anglia
51196,TILBURY I.R.F.T (GBRF),,Anglia
51193,TILBURY I.R.F.T COLAS,,Anglia
51198,TILBURY I.R.F.T. (FLT),,Anglia
51209,TILBURY NFLEET HOPE TL EWS,,Anglia
51207,TILBURY NTHFLEET RUN ROUND,,Anglia
51206,TILBURY PLA GRAIN TERMINAL,,Anglia
51205,TILBURY R.C.T.,,Anglia
51203,TILBURY TOWN,TIL,Anglia
51202,TILBURY WEST JN,,Anglia
69209,TILE HILL,THL,LNW
74271,TILEHURST,TLH,Western
74272,TILEHURST EAST JN.,,Western
25212,TINSLEY AVESTA (SMACC),,LNE
25208,TINSLEY AVESTA (SPACE),,LNE
25204,TINSLEY EAST JN,,LNE
87921,TINSLEY GREEN,,Sussex
25203,TINSLEY PARK JN.,,LNE
25200,TINSLEY S.S.,,LNE
25205,TINSLEY SOUTH JN,,LNE
25202,TINSLYWMP,,LNE
21107,TIOXIDE SIDING,,LNE
65809,TIPTON,TIP,LNW
78346,TIR-PHIL,TIR,Wales
82335,TISBURY,TIS,Western
82334,TISBURY LOOP,,Western
83109,TIVERTON LOOP,,Western
83038,TIVERTON PARKWAY,TVP,Western
48351,TIVETSHALL,,Anglia
52206,TMILLS YD,,Anglia
15645,TOD POINT JCN,,LNE
31031,TODMORDEN,TOD,LNW
16005,TOLLERTON JN,,LNE
87403,TOLWORTH,TOL,Wessex
87401,TOLWORTH SDGS,,Wessex
1134,TOMATIN,,Scotland
78006,TON PENTRE,TPN,Wales
89367,TONB ENGS,,Kent
89362,TONBGEESD,,Kent
89363,TONBRIDGE,TON,Kent
89369,TONBRIDGE DOWN LOOP,,Kent
89361,TONBRIDGE DOWN MAIN SIDING,,Kent
89357,TONBRIDGE ENGINEERS SIDING,,Kent
89359,TONBRIDGE JUBILEE SIDINGS,XJU,Kent
89358,TONBRIDGE L.H.S.,,Kent
89364,TONBRIDGE P O SIDINGS,,Kent
89354,TONBRIDGE POST OFFICE JN,,Kent
89355,TONBRIDGE SIGNAL AD139,,Kent
89371,TONBRIDGE SIGNAL AD2032,,Kent
89365,TONBRIDGE SIGNAL AD2038,,Kent
89368,TONBRIDGE SIGNAL AD525,,Kent
89370,TONBRIDGE UP LOOP,,Kent
89360,TONBRIDGE WEST YARD,XTW,Kent
89366,TONBRIDGE WEST YARD GBRF,,Kent
79811,TONDU,TDU,Wales
64402,TONFANAU,TNF,Wales
78012,TONYPANDY,TNP,Wales
87614,TOOTING,TOO,Sussex
34104,TOPLEY PIKE (FHH),,LNW
34102,TOPLEY PIKE BARDON AGG,,LNW
34103,TOPLEY PIKE GF,,LNW
83471,TOPSHAM,TOP,Western
323,TORINO ORBASSANO,,Non Britain
4845,TORNESS GSP,,Scotland
4832,TORNESS POWER STATION,,Scotland
4119,TORPHIN,,Scotland
83628,TORQUAY,TQY,Western
83627,TORRE,TRR,Western
25710,TOTLEY TUNNEL EAST,,LNE
83702,TOTNES,TOT,Western
83703,TOTNES L,,Western
56595,TOTNNYPPM,,East Midlands
56589,TOTNUYPPM,,East Midlands
56585,TOTON CENTRE,,East Midlands
56584,TOTON CENTRE FHH,,East Midlands
56579,TOTON D.D. H.S.,,East Midlands
56594,TOTON JN.,,East Midlands
56575,TOTON MEADOW SDGS - VIRT Q,,East Midlands
56591,TOTON NORTH YARD,,East Midlands
56576,TOTON SIGNAL 4604,,East Midlands
56580,TOTON T.M.D.,,East Midlands
56590,TOTON UP SIDINGS,,East Midlands
56582,TOTON W.R.D.,,East Midlands
56592,TOTONNY20,,East Midlands
51931,TOTTENHAM HALE,TOM,Anglia
51932,TOTTENHAM HALE SIG L5305,,Anglia
51935,TOTTENHAM SOUTH JN,,Anglia
51934,TOTTENHAM STH JN SIG L1004,,Anglia
86711,TOTTON,TTN,Wessex
86713,TOTTON YARD,,Wessex
763,TOUL,,Non Britain
745,TOURCOING,,Non Britain
839,TOURNAI,,Non Britain
793,TOURNUS,,Non Britain
78112,TOWER COLLIERY FLINER HH,,Wales
78113,TOWER COLLY EWS,,Wales
52712,TOWER HILL L.T.,ZTH,Anglia
78115,TOWER TXP,,Wales
36011,TOWN GREEN,TWN,LNW
29006,TOWNELEY TUNNEL,,LNW
3314,TOWNHILL C.E.,,Scotland
3315,TOWNHILL JN,,Scotland
33034,TPKCPLSDG,,LNW
33085,TRAFFD PK,,LNW
33093,TRAFFORD PARK,TRA,LNW
33091,TRAFFORD PARK EAST JN,,LNW
33033,TRAFFORD PARK EURO TERM,,LNW
33081,TRAFFORD PARK EXCH SDG,,LNW
33083,TRAFFORD PARK F.L.T.,,LNW
33082,TRAFFORD PARK I.F.T.,,LNW
33075,TRAFFORD PARK I.F.T.(FLIM),,LNW
33080,TRAFFORD PARK SDGS,,LNW
33074,TRAFFORD PARK SDGS (FLF),,LNW
33076,TRAFFORD PK RECEP GBRF,,LNW
33086,TRAFFPARK,,LNW
33077,TRAFORDPK,,LNW
33084,TRAFRD P,,LNW
33078,TRAFRD PK,,LNW
33079,TRAFRDPK,,LNW
76355,TRAM INN,,Wales
40056,TRAWSFYNYDD,,Wales
80031,TRECWN,,Wales
25853,TREETON JN,,LNE
78216,TREFFOREST,TRF,Wales
78218,TREFFOREST ESTATE,TRE,Wales
78017,TREHAFOD,TRH,Wales
78001,TREHERBERT,TRB,Wales
78003,TREHERBERT SIDING,,Wales
78325,TRELEWIS,,Wales
79795,TREMAINS,,Wales
77091,TREMORFA WORKS,,Wales
56601,TRENT EAST JN,XTR,East Midlands
56602,TRENT SDG,,East Midlands
56603,TRENT SIDINGS,,East Midlands
56605,TRENT SOUTH JN,XTG,East Midlands
43304,TRENTHAM,,LNW
78004,TREORCHY,TRY,Wales
85416,TREVISCOE ECC SDG,,Western
85415,TREVSCOGF,,Western
49138,TRIMLEY,TRM,Anglia
49143,TRIMLEY SIGNAL CO619,,Anglia
70411,TRING,TRI,LNW
70412,TRING CE SDGS,,LNW
70410,TRING NORTH JN,,LNW
78142,TROED Y RHIW,TRD,Wales
8519,TROON,TRN,Scotland
79051,TROSTRE WORKS,,Wales
79053,TROSTRE WORKS EXCHANGE SDG,,Wales
79052,TROSTRE WORKS JUNCTION,,Wales
82085,TROWBRIDGE,TRO,Western
56550,TROWELL JN,,East Midlands
48302,TROWSE,,Anglia
48309,TROWSE JN,,Anglia
48308,TROWSE SWING BRIDGE,,Anglia
48304,TROWSE YARD REDLAND SIDING,,Anglia
85501,TRURO,TRU,Western
85502,TRURO ISU (CE),,Western
85503,TRURO YARD,,Western
36168,TUEBROOK SIDINGS,XLT,LNW
36167,TUEBROOK SIDINGS (FHH),,LNW
68131,TUFFLEY JUNCTION,,Western
6029,TULLOCH,TUL,Scotland
6030,TULLOCH C.E.,,Scotland
87611,TULSE HILL,TUH,Sussex
87595,TULSE HILL SIGNAL VC165,,Sussex
